,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
312,best,300.03175461124715,kobane,20.576135853514682,call,17.594517403867975,looks like,15.683143400188232
313,leave,299.60892705095904,own,20.50374529596263,saying,17.566861355968328,hahaha,15.64717382166788
314,says,299.52744645814613,deconstructed,20.437018770565874,thought,17.544864367314545,wish,15.63320692603841
315,in this,299.0966470286671,with the,20.417122407603575,dude,17.542070726491527,vid,15.560960626814813
316,english,298.43080729712227,already,20.376311880834415,country,17.516983994042903,and you,15.556589040849905
317,doing,298.4165546289393,says,20.326861890790134,understand,17.474565267558667,ya,15.555285856878648
318,and you,298.2701728813197,islam http,20.289736568919174,for your,17.449315412812652,kid,15.480666191883257
319,one of,298.2158529888518,spacekatgal,20.172196717810493,believe,17.386773513874797,you know,15.464990257250856
320,links,297.08302946344935,keep,20.102766236983022,you should,17.360171975624972,like the,15.429183787833107
321,to have,296.04995999180636,trying,20.052640884596773,hard,17.324646014753355,perfect,15.374983134153547
322,reference,295.85594939534735,have been,19.98553068804652,last,17.310732981488506,kill,15.347915716761644
323,editor,295.7615926291773,making,19.98376334758391,boy,17.308845895695146,shut,15.327845731739039
324,like to,295.19251084230615,andre are,19.82208767530627,for you,17.299352916244587,true,15.294183117858047
325,others,295.18434692692483,always,19.766334835700807,like your,17.242404064682926,justin,15.236983061144176
326,needs,293.8354193821919,believe,19.70464607662052,making,17.180951726016723,long,15.21980797858124
327,ever,293.13322584124006,happy,19.698310734317726,should be,17.073043213662743,saw,15.214961280771744
328,making,291.77713897985967,microbrain,19.697711659486338,to do,17.050672303788055,things,15.178531368804544
329,dont,291.0898608002348,drasko,19.68825417305219,use,16.95925120602413,wanna,15.161341586745474
330,real,290.4777394002616,katie,19.687177856873287,looks,16.908319745196373,call,15.1296953395243
331,he is,289.9710336137728,old,19.604573250878197,it was,16.86713213678467,favorite,15.030903779249028
332,you know,289.94607896872367,around,19.567989759903163,fool,16.835096209480973,our,14.952299868243434
333,is that,289.8024645281227,won,19.50626809175665,won,16.78093336992008,is not,14.897762076021163
334,free,289.1775695504438,woman,19.43144751709733,needs,16.753805950656595,movie,14.877220919488689
335,else,288.8947023614737,harassment,19.401989262089003,aren,16.72904020497108,while,14.859247724907243
336,day,288.7596511426998,tweets,19.23511626217144,two,16.713459967847616,didnt,14.829171339851351
337,you for,288.4347652721249,lifeinkhilafah,19.22646819081286,is your,16.58076601152786,next,14.800918026486206
338,on my,288.2598015376846,gt,19.201818848440908,of you,16.563684877314458,seen,14.771535787587426
339,post,287.9932371280576,few,19.135652964902388,you just,16.536628940090974,white,14.747779572413606
340,word,287.3421844466418,they re,19.115609043281246,to your,16.509463917451757,help,14.724253435459607
341,must,287.01623055756636,seriously,19.10968211494871,retarded,16.389032129538005,of my,14.718191915982892
342,maybe,285.1259703835032,mean,19.09136955341895,though,16.293887748648483,agree,14.640940395750372
343,as the,284.8638299591189,talking,19.07289849875067,fact,16.272716674967715,both,14.635439651783669
344,policy,284.02196719401013,enough,19.00529168361475,hole,16.2497156845686,find,14.53975579041238
345,man,283.42686696556075,such,18.957192446464962,go back,16.23737428911211,bro,14.474870323982227
346,thought,282.83576445911723,best,18.909743427763363,yet,16.21451743948951,so cute,14.454806111840966
347,to me,282.71437794455034,point,18.89884421261398,re an,16.197169161788118,two,14.443338538585508
348,ask,282.1292105334667,lot,18.89377231214846,on your,16.19586980735987,lot,14.403492302214355
349,www,282.08733842011986,great,18.857335147251746,isn,15.873728181329069,called,14.379292776698868
350,rather,281.9939758179808,since,18.823257550829467,may,15.823178050953095,getting,14.307122129709175
351,great,281.7393757708217,biebervalue,18.736868224088887,you get,15.742733181661002,making,14.303155364287555
352,enough,280.34282982190786,about the,18.691598775716372,faggot,15.730261720258335,nothing,14.257237608056016
353,issue,279.967398770337,is that,18.62998962925371,but you,15.66272848444134,like that,14.23250059904507
354,what you,279.83594109784826,one of,18.629978475547464,you think,15.559324121586215,own,14.131671585243554
355,years,279.69871764077726,dessert,18.529485925583625,enough,15.484217446420569,top,14.12737984516097
356,admin,279.00328589575105,trying to,18.51992969313668,from the,15.457168571095274,girls,14.124272904620016
357,different,278.75071347747416,restaurant,18.47856653128704,long,15.44542606138775,fun,14.103568339357928
358,on wikipedia,278.282278230477,to see,18.37344447683723,have been,15.178408846780037,hear,14.06533394224966
359,few,278.2745507980783,find,18.357104121191174,women,15.160527967776572,probably,14.045161401031535
360,to make,278.1400442931499,should be,18.30730032421899,die,15.146574547156376,anything,14.037866500081075
361,request,278.0435915668126,to make,18.291417318192853,around,15.05286109188416,check,14.015311933109894
362,revert,277.65185755129,used,18.26426867643928,everyone,15.035164539004535,baby,14.012934298608634
363,continue,277.5173229162068,left,18.21486564719678,by the,15.026579774926649,to make,13.937394705500164
364,reliable,277.4073244491439,maybe,18.148954511149928,head,15.014393394962685,yo,13.887034615110409
365,shit,277.2601507111788,children,18.140944745592748,fans,14.962747145449956,trying,13.885767318731515
366,support,277.23359167077416,that you,18.100344281698526,find,14.935291194567109,will be,13.88113124976774
367,every,277.04093072337173,no one,18.087624956124547,else,14.919725543199695,listen,13.86345100968064
368,site,276.79536217180464,the world,18.042369928251397,true,14.852342766116054,and it,13.862373724976097
369,called,276.6256723602305,stuff,18.034567566051546,job,14.833703968243015,around,13.8499863532128
370,text,276.1177444639976,until,17.951432535747255,sorry,14.820567973456852,en,13.827479079865807
371,tell,275.1169047635209,there are,17.78391823022907,news,14.79336531396043,done,13.825239034838107
372,what is,274.13770345655394,white,17.721711237447646,far,14.689650141026574,else,13.742087906838984
373,hello,273.84993607058107,vandaliser,17.684038044485657,trying,14.67025234839858,last,13.731694499041767
374,which is,273.73169870249956,vandaliser sajid_fairooz,17.684038044485657,then you,14.667147531802835,is this,13.725254461110065
375,account,273.19624601491523,abuse,17.65824229844283,pussy,14.617994966417472,to this,13.712177424378504
376,show,273.0596420642113,yesyouresexist,17.552604437892395,thats,14.485749970840214,times,13.710763206319339
377,probably,272.5886290642202,tweet,17.531105794719956,what are,14.461504660864605,friend,13.699759454955187
378,down,272.19037205930914,the muslims,17.522737023408382,thanks,14.458851551615727,isn,13.667389653880065
379,and it,271.6888486015172,everything,17.463074228131163,president,14.43874664640156,this was,13.620393873789569
380,as you,271.02969861601656,problem,17.434888346323298,you do,14.41022585384025,cause,13.606660382252233
381,opinion,269.9824658841528,strategic,17.351495231924382,idiots,14.395390068836553,fake,13.598168093887484
382,found,269.1706432493565,lemon,17.316519824038032,least,14.317881815584519,better than,13.567973526036324
383,references,268.8896495695913,call,17.278529225244437,under,14.317085194899011,high,13.567599447684882
384,correct,268.8282152078882,understand,17.20394781530924,today,14.316816876399743,es,13.562201969036913
385,the first,266.4879554832139,makes,17.174075074031787,start,14.252032672073042,he was,13.5318863644613
386,yet,266.24006974570324,terrorist,17.148954405439156,wait,14.204575531767151,ha,13.499963547446418
387,attack,265.8435931253884,fact,17.145658848507704,what the,14.203512098140305,heard,13.4562322516671
388,least,265.26251737419915,kill,17.04156978561595,mouth,14.192708672161872,head,13.388847588193714
389,welcome,265.13836053093985,guys,17.035748855967924,your comment,14.149666129062044,whole,13.365682916087835
390,out of,264.83547150619233,here is,16.987872823731138,play,14.12687380538414,suck,13.363217737594507
391,true,263.7978854844949,idiot,16.96608814258156,pay,14.105201693920991,must,13.348510162357496
392,either,263.55942811670207,hey,16.876470309201835,help,14.09395804954912,that you,13.299461717258453
393,bad,263.1676611387644,andre mkr,16.85417370805567,guess,14.05025274021965,believe,13.264542678054852
394,around,261.631570415518,ash,16.821616176352393,care,14.037516385710658,songs,13.222086915625296
395,message,261.10135270353186,person,16.81748702625708,haha,14.032530553827451,boy,13.209038046028592
396,as well,260.7810896364265,big,16.81597202803442,live,14.025885845503558,sad,13.199654860364745
397,article is,260.11017210249594,without,16.75264336118176,left,14.024450197784972,in my,13.185843647189698
398,pov,259.4340122373975,mkr2015 mkr,16.733961744843626,things,13.948422199659865,the only,13.16892278724758
399,is an,257.2242351889355,both,16.733820272198624,he was,13.911069384115946,beat,13.132460031304786
400,reverted,256.11565639379074,chriswarcraft,16.730445329214554,already,13.888742942098432,used,13.1186624392464
401,non,255.93186848102548,name,16.579219894880328,your mom,13.878364154340684,da,13.102327821937664
402,style,255.89610475130021,long,16.52920809054367,done,13.845102999211631,says,13.096959486125135
403,the other,255.89106475041072,98halima,16.528125293069408,did you,13.84027566753488,they re,13.014924651469679
404,you want,254.68230729821343,johnnygjokaj,16.528125293069408,trash,13.835677020511687,when you,12.967763878332994
405,simply,254.6646564301038,cdnkhadija,16.526517689476126,win,13.83078087821512,super,12.96548482087457
406,war,254.5628547917308,are not,16.521734098160763,you sound,13.760005910020606,stuff,12.914100714104855
407,to get,253.92219493550252,harmlesstree2,16.46301105449859,makes,13.751921945202069,the first,12.898237134409813
408,old,253.7006339287476,seen,16.45742759527037,sir,13.738140628666734,the end,12.890645728035837
409,org,253.20830370638404,free,16.455099444085086,times,13.732618921560249,sexy,12.846174831082587
410,users,252.9260825948689,a_man_in_black,16.411499821102424,sick,13.729238645313563,from the,12.833508569256043
411,is no,252.89806282951363,stay,16.402990927709062,having,13.717750799441754,seriously,12.82175351749813
412,you to,252.59087772153282,watch,16.386515236251075,mind,13.696446294285726,talk,12.813238617649365
413,lot,251.8065588339787,put,16.37879726748187,don you,13.688553555157284,miss,12.808748428638733
414,look at,251.62345728134602,care,16.363116672544027,im,13.663255493742223,like it,12.792347877957607
415,saying,251.01109515825237,hard,16.295775946820434,reason,13.640805597198911,friends,12.763339757667904
416,you think,250.50948091615243,to go,16.259965660946396,are just,13.609569420666125,kids,12.755513482623448
417,clearly,250.46898502636319,kind,16.245600922649842,piece,13.565262465925214,read,12.712639965544524
418,far,249.47778796380237,terrorists,16.238575296800214,kill,13.562970926527267,dance,12.672465395258277
419,state,249.1294082906237,all of,16.20102379403173,why are,13.547286816005697,version,12.660670219157796
420,matter,248.71670526257583,under,16.170949434055323,family,13.472046250019648,song is,12.654235391240034
421,consensus,247.01207308577824,yet,16.140340640393873,re not,13.384784433107011,in this,12.615888874152315
422,an article,246.69570833120991,competition,16.061110075541258,against,13.381940480644145,since,12.585761948782654
423,not the,244.50447659398662,by the,15.973115495474707,xa0i,13.338396576322927,fan,12.476093730110641
424,you don,243.9812906329279,night,15.904238552221955,trying to,13.336929005992312,are so,12.473870243085349
425,check,243.3775087881669,what is,15.849405192878773,that the,13.329149545900993,can you,12.46240025931998
426,title,243.3175856133433,putin,15.799179785032804,problem,13.32014793476979,cover,12.461725229515267
427,having,243.0260617556797,manu,15.772882344264298,what is,13.257101892905938,which,12.434837568346033
428,seem,242.9016555631193,called,15.690287644114909,since,13.239504980377193,everything,12.421739668602367
429,to wikipedia,242.74670170679187,looking,15.668991094941076,ya,13.223330533188514,loved,12.396534068532045
430,to see,242.5084061793888,saying,15.656503824877387,thank,13.201538626808937,go to,12.360640052478578
431,until,242.4250317849197,you think,15.591428125466427,you need,13.20055268293596,channel,12.35758673796519
432,http www,241.9933581519321,rfrankh53,15.572890031049518,fucked,13.158236424540643,trying to,12.33515011457036
433,original,241.89733125866246,propaganda,15.541216417223785,crap,13.149283540285385,went,12.297358563291828
434,perhaps,241.84733848036763,sudden,15.51164987383812,don know,13.074559046636717,was the,12.271478937405007
435,warning,241.53536929343818,the daesh,15.506845889159734,kind,13.06775202874218,another,12.264525117683872
436,instead,241.0828268362441,is no,15.46958242996849,either,13.060645994662671,thumbs,12.186422297861267
437,mention,238.94998495402405,nice,15.399569262680842,heat,13.03780845145246,money,12.18405433237411
438,subject,238.50554704326396,help,15.352033104916485,truth,12.994786684956988,se,12.176966743292422
439,bit,238.33497411800087,lie,15.270700513288386,you to,12.965228454212198,bit,12.17307885105352
